source_row,facility_code,facility_name,province,district,latitude,longitude,facility_type_raw,facility_type_canonical,ownership_raw,ownership_canonical,location_raw,location_canonical,level_raw,level_canonical,contact_raw,status_raw,status_canonical,bed_capacity,date_opened,date_closed,comments,acceptable_missing_fields,frontend_missing_visible,geospatial_readiness,facility_setup_state,source_label,required_missing_fields,exclusion_reason
1627,,Mbuya Ruth Memorial Clinic,Mashonaland East,Seke,-17.918585,31.0164484,,,,,unknown,,,,,Open,ACTIVE_OR_OPERATIONAL,,,,,Facility Type; Ownership,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1629,,Overspill Clinic,Harare,Epworth,-17.884566,31.156581,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,773449325,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1631,,R G Mugabe Airport,Harare,Epworth,-17.9186024,31.0962765,,,,,Urban,URBAN,,,,Open,ACTIVE_OR_OPERATIONAL,,,,,Facility Type; Ownership,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1632,,Wheelerdale Clinic,Mashonaland East,Seke,-17.5503116,30.8541654,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,779152222,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1639,,Dewe Council Clinic,Mashonaland East,Uzumba Maramba Pfungwe,-16.7837,32.4641,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,712480947,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1641,,Hombiro Clinic,Mashonaland East,Uzumba Maramba Pfungwe,-17.309713,31.93261,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,778529057,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1654,,Tsokodeka clinic,Mashonaland East,Uzumba Maramba Pfungwe,-17.101614,31.863252,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,772461948,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1664,,Madzimbabwe Clinic,Mashonaland East,Wedza,-18.824899,31.828692,,,,,Rural,RURAL,Primary,PRIMARY,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1670,,Tilita Clinic,Mashonaland East,Wedza,-18.587635,31.690821,,,,,Rural,RURAL,Primary,PRIMARY,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1673,,Chaka Clinic,Midlands,Chirumhanzu,-19.53636,30.6891403198,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1678,,Doroguru clinic,Midlands,Chirumhanzu,,,RHC,RURAL_HEALTH_CENTRE,,,Rural,RURAL,Primary,PRIMARY,0779 022 429,,,,,,,Latitude; Longitude; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1680,,Guramatunhu Clinic,Midlands,Chirumhanzu,-19.635242,30.479778,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1686,,Mapiravana Clinic,Midlands,Chirumhanzu,-19.493526,30.501075,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0778 952 584,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1688,,Musena Rural Health Centre,Midlands,Chirumhanzu,-18.861655,30.408882,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0786 539 625,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1695,,Tokwe 4 Clinic,Midlands,Chirumhanzu,-19.475467,30.251978,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0773 808 176,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1696,,ZIMASCO Private Clinic,Midlands,Chirumhanzu,,,RHC,RURAL_HEALTH_CENTRE,Mine,MINE,Rural,RURAL,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1697,,Burure Clinic,Midlands,Gokwe North,-17.5984,28.44285,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,783285159,Fuctioning,ACTIVE_OR_OPERATIONAL,4,2013,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1699,,Chireya Mission Hospital,Midlands,Gokwe North,-17.5443,28.59941,Mission Hospital,MISSION_HOSPITAL,Mission,MISSION_FAITH_BASED,Rural,RURAL,Secondary,SECONDARY,771134138,Fuctioning,ACTIVE_OR_OPERATIONAL,20,1962,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1701,,Gandavaroyi Clinic,Midlands,Gokwe North,-17.2958,29.12583,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,776614145,Fuctioning,ACTIVE_OR_OPERATIONAL,8,2015,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1722,,Zumba Clinic,Midlands,Gokwe North,-17.403,28.70797,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,783400049,Fuctioning,ACTIVE_OR_OPERATIONAL,10,2014,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1729,,Gokwe South CeSHHAR Mobile Sister's Clinic,Midlands,Gokwe South,,,,,,,,,,,,,,,,,,Latitude; Longitude; Facility Type; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1775,,Gweru Provincial Camp Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,ZRP,ZIMBABWE_REPUBLIC_POLICE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1802,,Thornhill Airbase Hospital,Midlands,Gweru,,,General Hospital,HOSPITAL_REQUIRES_LEVEL_REVIEW,ZNA,UNIFORMED_SERVICE,Urban,URBAN,Secondary,SECONDARY,712459527,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1811,,1 Air Defence Health Services Platoon,Midlands,Gweru,,,,,,,,,,,,,,,,,,Latitude; Longitude; Facility Type; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1812,,Al Davies Clinic,Midlands,Kwekwe,-18.936458,29.812788,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,783283017,Functional,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1815,,Dambridge Clinic,Midlands,Kwekwe,-19.09317,29.109643,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968082,Functional,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1828,,Mbizo 16 clinic,Midlands,Kwekwe,-18.910519,29.85876,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,787968080,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1832,,Mpinda Clinic,Midlands,Kwekwe,-19.152988,29.248753,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968091,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1835,,Neighbourhood Surgery,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1838,,PSMAS clinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1842,,Ruvimbo Poly Clinic,Midlands,Kwekwe,-18.901516,29.849349,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,787968072,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1847,,Shekinah,Midlands,Kwekwe,,,,,Private,PRIVATE,,,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Facility Type; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1849,,Sigezibubi Clinic,Midlands,Kwekwe,-18.735848,28.961573,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968075,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1854,,Topomazi Clinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1857,,Zibagwe Rural District Council Clinic,Midlands,Kwekwe,-18.934366,29.808017,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Urban,URBAN,Primary,PRIMARY,783283015,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1858,,ZPS Kwekwe Prison Clinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Urban,URBAN,Primary,PRIMARY,787968077,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1859,,ZRP Kwekwe clinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,ZRP,ZIMBABWE_REPUBLIC_POLICE,Urban,URBAN,Primary,PRIMARY,775594478,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1934,,Avante Clinic,Midlands,Zvishavane,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,0772788479,Open,ACTIVE_OR_OPERATIONAL,2,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1939,,Drinkwater Nursing Home,Midlands,Zvishavane,-20.317604,30.059111,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,0773522313,Open,ACTIVE_OR_OPERATIONAL,8,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1952,,MSU Clinic,Midlands,Zvishavane,-19.4929069,29.8048731,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,0773634710,Open,ACTIVE_OR_OPERATIONAL,12,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
2024,,HelpStarts Medical Clinic,Bulawayo,Northern Suburbs,,,Clinic,CLINIC,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,,Open,ACTIVE_OR_OPERATIONAL,,45658,,"New Facility, Not in DHIS, Serices offered, Vaccination, Vitamin A, Growth Monitoring, Family PLanning, VIAC,",Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
