source_row,facility_code,facility_name,province,district,latitude,longitude,facility_type_raw,facility_type_canonical,ownership_raw,ownership_canonical,location_raw,location_canonical,level_raw,level_canonical,contact_raw,status_raw,status_canonical,bed_capacity,date_opened,date_closed,comments,acceptable_missing_fields,frontend_missing_visible,geospatial_readiness,facility_setup_state,source_label,required_missing_fields,exclusion_reason
1553,,Chidiya Clinic,Mashonaland East,Murewa,-17.88362,31.698235,,,,,Rural,RURAL,Primary,PRIMARY,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1554,,Chingwaru Clinic,Mashonaland East,Murewa,-17.525512,31.62515,,,,,Rural,RURAL,Primary,PRIMARY,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1579,,St Claires Clinic,Mashonaland East,Murewa,-17.6804,31.759827,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1585,,Bepeta Rural Health Centre,Mashonaland East,Mutoko,-17.2609539,32.0661363,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,713020906,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1586,,Bondamakara Clinic,Mashonaland East,Mutoko,-17.272978,32.371744,,,,,Rural,RURAL,Primary,PRIMARY,,Open,ACTIVE_OR_OPERATIONAL,,,,,Facility Type; Ownership,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1588,,Chidye Clinic,Mashonaland East,Mutoko,-17.452751,32.622254,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,774159710,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1589,,Chikondoma Clinic,Mashonaland East,Mutoko,-17.399738,32.250502,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,774159791,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1600,,Madimutsa Clinic,Mashonaland East,Mutoko,-17.149086,32.312145,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,774969868,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1612,,ZNA Camp Clinic Mutoko,Mashonaland East,Mutoko,-17.4110271,32.2374636,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0273-3348-2895,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1622,,Lanark Clinic,Mashonaland East,Seke,-18.064848,30.900196,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,775357381,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1626,,Mathew Rusike Children's Home Clinic,Mashonaland East,Seke,-178704465.0,31.1606206,Mission Clinic,MISSION_CLINIC,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,777925160,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1627,,Mbuya Ruth Memorial Clinic,Mashonaland East,Seke,-17.918585,31.0164484,,,,,unknown,,,,,Open,ACTIVE_OR_OPERATIONAL,,,,,Facility Type; Ownership,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1629,,Overspill Clinic,Harare,Epworth,-17.884566,31.156581,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,773449325,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1631,,R G Mugabe Airport,Harare,Epworth,-17.9186024,31.0962765,,,,,Urban,URBAN,,,,Open,ACTIVE_OR_OPERATIONAL,,,,,Facility Type; Ownership,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1632,,Wheelerdale Clinic,Mashonaland East,Seke,-17.5503116,30.8541654,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,779152222,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1639,,Dewe Council Clinic,Mashonaland East,Uzumba Maramba Pfungwe,-16.7837,32.4641,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,712480947,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1641,,Hombiro Clinic,Mashonaland East,Uzumba Maramba Pfungwe,-17.309713,31.93261,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,778529057,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1654,,Tsokodeka clinic,Mashonaland East,Uzumba Maramba Pfungwe,-17.101614,31.863252,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,772461948,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1664,,Madzimbabwe Clinic,Mashonaland East,Wedza,-18.824899,31.828692,,,,,Rural,RURAL,Primary,PRIMARY,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1667,ZW30427,Mukamba Clinic,Mashonaland East,Wedza,-18.87657,31.821267,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,786687824,Active,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1670,,Tilita Clinic,Mashonaland East,Wedza,-18.587635,31.690821,,,,,Rural,RURAL,Primary,PRIMARY,,,,,,,,Facility Type; Ownership; Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1673,,Chaka Clinic,Midlands,Chirumhanzu,-19.53636,30.6891403198,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1677,ZW070102,Denhere Clinic,Midlands,Chirumhanzu,-19.770535,30.517133,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0773 514 641,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1678,,Doroguru clinic,Midlands,Chirumhanzu,,,RHC,RURAL_HEALTH_CENTRE,,,Rural,RURAL,Primary,PRIMARY,0779 022 429,,,,,,,Latitude; Longitude; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1680,,Guramatunhu Clinic,Midlands,Chirumhanzu,-19.635242,30.479778,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1683,ZW070147,Hwata Clinic,Midlands,Chirumhanzu,,,,,,,,,,,,,,,,,,Latitude; Longitude; Facility Type; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1686,,Mapiravana Clinic,Midlands,Chirumhanzu,-19.493526,30.501075,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0778 952 584,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1688,,Musena Rural Health Centre,Midlands,Chirumhanzu,-18.861655,30.408882,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0786 539 625,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1695,,Tokwe 4 Clinic,Midlands,Chirumhanzu,-19.475467,30.251978,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0773 808 176,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1696,,ZIMASCO Private Clinic,Midlands,Chirumhanzu,,,RHC,RURAL_HEALTH_CENTRE,Mine,MINE,Rural,RURAL,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1697,,Burure Clinic,Midlands,Gokwe North,-17.5984,28.44285,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,783285159,Fuctioning,ACTIVE_OR_OPERATIONAL,4,2013,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1699,,Chireya Mission Hospital,Midlands,Gokwe North,-17.5443,28.59941,Mission Hospital,MISSION_HOSPITAL,Mission,MISSION_FAITH_BASED,Rural,RURAL,Secondary,SECONDARY,771134138,Fuctioning,ACTIVE_OR_OPERATIONAL,20,1962,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1701,,Gandavaroyi Clinic,Midlands,Gokwe North,-17.2958,29.12583,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,776614145,Fuctioning,ACTIVE_OR_OPERATIONAL,8,2015,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1705,ZW070702,Kadzidirire Rural Health Centre,Midlands,Gokwe North,-17.5007,28.93855,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,773914726,Fuctioning,ACTIVE_OR_OPERATIONAL,2,1985,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1708,ZW070803,Madzivazvido Rural Health Centre,Midlands,Gokwe North,-17.6297,28.50535,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,779906816,Fuctioning,ACTIVE_OR_OPERATIONAL,4,1985,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1720,ZW072320,Vumba Clinic,Midlands,Gokwe North,-17.7832,28.13017,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,773091371,Fuctioning,ACTIVE_OR_OPERATIONAL,4,2003,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1722,,Zumba Clinic,Midlands,Gokwe North,-17.403,28.70797,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,783400049,Fuctioning,ACTIVE_OR_OPERATIONAL,10,2014,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1729,,Gokwe South CeSHHAR Mobile Sister's Clinic,Midlands,Gokwe South,,,,,,,,,,,,,,,,,,Latitude; Longitude; Facility Type; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1761,ZW070339,Tongwe Clinic,Midlands,Gokwe South,-18.080264,29.10388,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,,,,,1989,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1766,ZW070424,Chinamasa Clinic,Midlands,Gweru,-19.3054,29.918799,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933203,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1775,,Gweru Provincial Camp Clinic,Midlands,Gweru,,,RHC,RURAL_HEALTH_CENTRE,ZRP,ZIMBABWE_REPUBLIC_POLICE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1782,ZW070426,Maboleni Clinic,Midlands,Gweru,-19.291308,29.426651,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,783387770,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1794,ZW070447,Nyama Clinic,Midlands,Gweru,-19.218706,29.341612,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,786933235,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1802,,Thornhill Airbase Hospital,Midlands,Gweru,,,General Hospital,HOSPITAL_REQUIRES_LEVEL_REVIEW,ZNA,UNIFORMED_SERVICE,Urban,URBAN,Secondary,SECONDARY,712459527,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1803,ZW070468,Totonga Clinic,Midlands,Gweru,-19.429408,29.826783,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,786933127,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1811,,1 Air Defence Health Services Platoon,Midlands,Gweru,,,,,,,,,,,,,,,,,,Latitude; Longitude; Facility Type; Ownership; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1812,,Al Davies Clinic,Midlands,Kwekwe,-18.936458,29.812788,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,783283017,Functional,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1815,,Dambridge Clinic,Midlands,Kwekwe,-19.09317,29.109643,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968082,Functional,ACTIVE_OR_OPERATIONAL,,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1828,,Mbizo 16 clinic,Midlands,Kwekwe,-18.910519,29.85876,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,787968080,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1832,,Mpinda Clinic,Midlands,Kwekwe,-19.152988,29.248753,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968091,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1835,,Neighbourhood Surgery,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1838,,PSMAS clinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1842,,Ruvimbo Poly Clinic,Midlands,Kwekwe,-18.901516,29.849349,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,787968072,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1847,,Shekinah,Midlands,Kwekwe,,,,,Private,PRIVATE,,,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Facility Type; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1849,,Sigezibubi Clinic,Midlands,Kwekwe,-18.735848,28.961573,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968075,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1854,,Topomazi Clinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1857,,Zibagwe Rural District Council Clinic,Midlands,Kwekwe,-18.934366,29.808017,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Urban,URBAN,Primary,PRIMARY,783283015,,,,,,,Status,YES,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1858,,ZPS Kwekwe Prison Clinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Urban,URBAN,Primary,PRIMARY,787968077,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1859,,ZRP Kwekwe clinic,Midlands,Kwekwe,,,RHC,RURAL_HEALTH_CENTRE,ZRP,ZIMBABWE_REPUBLIC_POLICE,Urban,URBAN,Primary,PRIMARY,775594478,,,,,,,Latitude; Longitude; Status,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1871,ZW0706B,Jeka Rural Hospital,Midlands,Mberengwa,-20.844302,29.932202,Rural Hospital,RURAL_HOSPITAL,Government,GOVERNMENT,Rural,RURAL,Secondary,SECONDARY,0718-956-739,Open,ACTIVE_OR_OPERATIONAL,35,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1901,ZW070702,Chironde Rural Health Centre,Midlands,Shurugwi,-19.659163,30.103386,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,263 789003203,Open,ACTIVE_OR_OPERATIONAL,13,Apr-91,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1906,ZW070726,Gundura Clinic,Midlands,Shurugwi,-19.884761,30.083212,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,263 781090166,Open,ACTIVE_OR_OPERATIONAL,3,1973,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1915,ZW070728,Nhema Clinic,Midlands,Shurugwi,-19.619096,30.219774,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,263 788896286,Open,ACTIVE_OR_OPERATIONAL,3,1975,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1926,ZW070771,Totonga Clinic,Midlands,Shurugwi,-19.6149524,29.8620562,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,263787111885,Open,ACTIVE_OR_OPERATIONAL,2,44569,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1931,ZW0706B,Zvamabande Rural Hospital,Midlands,Shurugwi,-19.799111,30.131376,Rural Hospital,RURAL_HOSPITAL,Government,GOVERNMENT,Rural,RURAL,Secondary,SECONDARY,263 772771208,Open,ACTIVE_OR_OPERATIONAL,30,1940,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
1934,,Avante Clinic,Midlands,Zvishavane,,,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,0772788479,Open,ACTIVE_OR_OPERATIONAL,2,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1939,,Drinkwater Nursing Home,Midlands,Zvishavane,-20.317604,30.059111,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,0773522313,Open,ACTIVE_OR_OPERATIONAL,8,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,Facility Code,MISSING_REQUIRED: Facility Code
1946,ZW070827,Mapanzure Clinic,Midlands,Zvishavane,-20.077786,29.913877,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0787177343,Open,ACTIVE_OR_OPERATIONAL,9,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_NAME
1948,ZW070803,Matenda Rural Health Centre,Midlands,Zvishavane,-19.996657,30.056332,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0787177351,Open,ACTIVE_OR_OPERATIONAL,6,,,,,NO,READY_WITH_COORDINATES,STAGED_REVIEW_REQUIRED,MASTER_HEALTH_FACILITY_2024_07_23,,DUPLICATE_FACILITY_CODE
