source_row,facility_code,facility_name,province,district,latitude,longitude,facility_type_raw,facility_type_canonical,ownership_raw,ownership_canonical,location_raw,location_canonical,level_raw,level_canonical,contact_raw,status_raw,status_canonical,bed_capacity,date_opened,date_closed,comments,acceptable_missing_fields,frontend_missing_visible,geospatial_readiness,facility_setup_state,source_label
936,ZW060306,Stanmore RHC,Matabeleland South,Gwanda,-20.669844,29.030218,RDC,CLINIC,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,773721235,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
937,ZW060382,West Nicholson Clinic,Matabeleland South,Gwanda,-21.070481,29.369303,RDC,CLINIC,Government,GOVERNMENT,Peri-Urban,PERI_URBAN,Primary,PRIMARY,776482393,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
938,ZW060304,ZPS Gwanda Prison Clinic,Matabeleland South,Gwanda,-20.9426386,29.0037936,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Urban,URBAN,Primary,PRIMARY,772778847,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
939,ZW060430,Amazon Clinic,Matabeleland South,Insiza,-20.466377,29.210407,RHC,RURAL_HEALTH_CENTRE,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,0785616856,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
940,ZW06040C,Avoca Rural Hospital,Matabeleland South,Insiza,-20.832062,29.505298,Rural Hospital,RURAL_HOSPITAL,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0717104163,Open,ACTIVE_OR_OPERATIONAL,26,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
941,ZW06040A,Filabusi District Hospital,Matabeleland South,Insiza,-20.539804,29.281213,District Hospital,DISTRICT_HOSPITAL,Government,GOVERNMENT,Urban,URBAN,Secondary,SECONDARY,0712947930,Open,ACTIVE_OR_OPERATIONAL,104,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
942,ZW060408,GSU Clinic,Matabeleland South,Insiza,-19.7819791,29.1904056,RDC,CLINIC,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0776585255,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
943,ZW060402,Gwatemba Rural Health Centre,Matabeleland South,Insiza,-20.405401,29.676647,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0779425539,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
944,ZW060403,Insiza Rural Health Centre,Matabeleland South,Insiza,-20.127644,29.180825,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0784099395,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
945,ZW060428,Kombo Health Post,Matabeleland South,Insiza,-19.854653,29.047292,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0775450020,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
946,ZW060404,Mabuze Rural Health Centre,Matabeleland South,Insiza,-20.927503,29.452981,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0715547536,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
947,ZW060431,Mbondo clinic,Matabeleland South,Insiza,-20.696343,29.477554,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0775168299,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
948,ZW060432,Montrose Clinic,Matabeleland South,Insiza,-20.33999,29.4942,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,712957219,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
949,ZW060405,Nkankezi Rural Health Centre,Matabeleland South,Insiza,-20.487891,29.42337,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0780093125,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
950,ZW060406,Nyamime Rural Health Centre,Matabeleland South,Insiza,-20.906868,29.304539,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0716937289,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
951,ZW060407,Sanale Rural Health Centre,Matabeleland South,Insiza,-20.677802,29.555328,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0716095693,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
952,ZW060429,Saphila RDC,Matabeleland South,Insiza,-20.848281,29.385153,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0712080066,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
953,ZW060477,Shangani Clinic,Matabeleland South,Insiza,-19.691301,29.220309,RHC,RURAL_HEALTH_CENTRE,Private,PRIVATE,Rural,RURAL,Primary,PRIMARY,0773953829,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
954,ZW06040B,Shangani Rural Hospital,Matabeleland South,Insiza,-19.782375,29.359217,Rural Hospital,RURAL_HOSPITAL,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0775194178,Open,ACTIVE_OR_OPERATIONAL,35,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
955,ZW060427,Singwambizi Clinic,Matabeleland South,Insiza,-20.933314,29.547374,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0719985346,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
956,ZW060425,Singwango Clinic,Matabeleland South,Insiza,-20.779694,29.315049,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0718340887,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
957,ZW06040D,Wanezi Mission Hospital,Matabeleland South,Insiza,-20.559962,29.580143,Mission Hospital,MISSION_HOSPITAL,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,0778004632,Open,ACTIVE_OR_OPERATIONAL,45,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
958,ZW060426,Zhulube Clinic,Matabeleland South,Insiza,-20.640328,29.276945,RHC,RURAL_HEALTH_CENTRE,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0773485411,Open,ACTIVE_OR_OPERATIONAL,4,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
959,ZW060709,Bango Rural Health Centre,Matabeleland South,Mangwe,-21.25767,28.134776,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,771148749,Open,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
960,ZW060745,Dingumuzi Clinic,Matabeleland South,Mangwe,-20.499817,27.809106,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Urban,URBAN,Primary,PRIMARY,776418215,Open,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
961,ZW06070E,Embakwe Mission Hospital,Matabeleland South,Mangwe,-20.778852,27.821418,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,717492410,Open,ACTIVE_OR_OPERATIONAL,13,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
962,ZW060792,Empandeni Mission Clinic,Matabeleland South,Mangwe,-20.707972,27.903527,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,772801610,Open,ACTIVE_OR_OPERATIONAL,10,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
963,ZW060703,Ingwizi Rural Health Centre,Matabeleland South,Mangwe,-21.119346,27.870921,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,771323380,Open,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
964,ZW060736,Izimnyama clinic,Matabeleland South,Mangwe,-20.618613,27.773446,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,773628977,Open,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
965,ZW060735,Macingwana,Matabeleland South,Mangwe,-20.599112,27.887668,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,713773444,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
966,ZW060727,Madabe Clinic,Matabeleland South,Mangwe,-20.814119,27.753136,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,778687789,Open,ACTIVE_OR_OPERATIONAL,2,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
967,ZW060729,Mambale Clinic,Matabeleland South,Mangwe,-21.478354,28.284747,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,772742739,Open,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
968,ZW060734,Maninji Clinic,Matabeleland South,Mangwe,-21.401323,28.069129,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,778297480,Open,ACTIVE_OR_OPERATIONAL,3,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
969,ZW060705,Marula Clinic,Matabeleland South,Mangwe,-20.472222,28.093544,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787070050,Open,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
970,ZW060707,Mayobodo Rural Health Centre,Matabeleland South,Mangwe,-21.363558,28.151381,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,784257529,Open,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
971,ZW060710,Plumtree Boarder Post Clinic,Matabeleland South,Mangwe,-20.5412213,27.7351523,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Urban,URBAN,Primary,PRIMARY,784049907,Open,ACTIVE_OR_OPERATIONAL,2,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
972,ZW06070A,Plumtree District Hospital,Matabeleland South,Mangwe,-20.497209,27.809213,District Hospital,DISTRICT_HOSPITAL,Government,GOVERNMENT,Urban,URBAN,Secondary,SECONDARY,772756958,Open,ACTIVE_OR_OPERATIONAL,110,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
973,ZW060733,Sanzukwi Clinic,Matabeleland South,Mangwe,-21.106589,28.002424,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,782128220,Open,ACTIVE_OR_OPERATIONAL,9,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
974,ZW06070D,St Annes Mission Hospital (Brunapeg),Matabeleland South,Mangwe,-21.170314,28.033064,Mission Hospital,MISSION_HOSPITAL,Mission,MISSION_FAITH_BASED,Rural,RURAL,Secondary,SECONDARY,772851535,Open,ACTIVE_OR_OPERATIONAL,110,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
975,ZW060732,Tshitshi Clinic,Matabeleland South,Mangwe,-21.00352,27.748247,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,777618071,Open,ACTIVE_OR_OPERATIONAL,5,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
976,ZW060793,ZPS Plumtree Prison Clinic,Matabeleland South,Mangwe,-20.4916,27.8103,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Urban,URBAN,Primary,PRIMARY,779016769,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
977,ZW060794,ZRP Plumtree Clinic,Matabeleland South,Mangwe,-20.4912455,27.8044438,RHC,RURAL_HEALTH_CENTRE,ZRP,ZIMBABWE_REPUBLIC_POLICE,Urban,URBAN,Primary,PRIMARY,780920550,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
978,ZW060592,Bazha Mission Clinic,Matabeleland South,Matobo,-20.593596,28.331783,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,775397751,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
979,ZW060504,Beula-seula Rural Health Centre,Matabeleland South,Matobo,-21.484808,28.394066,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,786466632,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
980,ZW060594,Cyrene Mission Clinic,Matabeleland South,Matobo,-20.331061,28.414959,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,779252978,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
981,ZW060505,Ekukhanyeni Clinic,Matabeleland South,Matobo,-20.403426,28.6778,RDC,CLINIC,Town/City Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,776423634,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
982,ZW060506,Fumugwe Clinic,Matabeleland South,Matobo,-20.673467,28.258956,RDC,CLINIC,Town/City Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,775993614,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
983,ZW060581,Gulati Rural Health Center,Matabeleland South,Matobo,-20.442355,28.590132,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,712375708,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
984,ZW060503,Homestead Rural Health Centre,Matabeleland South,Matobo,-21.256217,28.54627,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,777010190,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
985,ZW06050B,Kezi Rural Hospital,Matabeleland South,Matobo,-20.914271,28.459449,Rural Hospital,RURAL_HOSPITAL,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,775110869,Open,ACTIVE_OR_OPERATIONAL,42,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
986,ZW06050A,Maphisa District Hospital,Matabeleland South,Matobo,-21.059628,28.459814,District Hospital,DISTRICT_HOSPITAL,Government,GOVERNMENT,Rural,RURAL,Secondary,SECONDARY,776121684,Open,ACTIVE_OR_OPERATIONAL,94,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
987,ZW060593,Masiye Clinic,Matabeleland South,Matobo,-20.591195,28.629691,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,780740294,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
988,ZW060591,Matopo Mission Clinic,Matabeleland South,Matobo,-20.462586,28.720158,Mission Clinic,MISSION_CLINIC,Mission,MISSION_FAITH_BASED,Rural,RURAL,Primary,PRIMARY,778740387,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
989,ZW06050C,Matopo Rural Hospital,Matabeleland South,Matobo,-20.41595,28.478883,Rural Hospital,RURAL_HOSPITAL,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,782012392,Open,ACTIVE_OR_OPERATIONAL,50,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
990,ZW060525,Mbembeswane Clinic,Matabeleland South,Matobo,-21.031063,28.252736,RDC,CLINIC,Town/City Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,712371027,Open,ACTIVE_OR_OPERATIONAL,N/A,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
991,ZW060509,Mlugulu Clinic,Matabeleland South,Matobo,-20.299059,28.184238,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,776446147,Open,ACTIVE_OR_OPERATIONAL,9,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
992,ZW060501,Natisa Rural Health Centre,Matabeleland South,Matobo,-20.676125,28.494572,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,774886685,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
993,ZW060508,Ndabankulu Clinic,Matabeleland South,Matobo,-21.098418,28.612037,RDC,CLINIC,Town/City Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,789031679,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
994,ZW060502,Sankonjane Rural Health Centre,Matabeleland South,Matobo,-21.39452,28.69969,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,781480190,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
995,ZW060507,Silozwi Clinic,Matabeleland South,Matobo,-20.580075,28.567029,RDC,CLINIC,Town/City Council,LOCAL_AUTHORITY,Rural,RURAL,Primary,PRIMARY,788517457,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
996,ZW06050E,St Joseph's Mission Hospital,Matabeleland South,Matobo,-21.245775,28.275038,Mission Hospital,MISSION_HOSPITAL,Mission,MISSION_FAITH_BASED,Rural,RURAL,Secondary,SECONDARY,774152049,Open,ACTIVE_OR_OPERATIONAL,67,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
997,ZW06050D,Tshelanyemba Mission Hospital,Matabeleland South,Matobo,-21.346027,28.487212,Mission Hospital,MISSION_HOSPITAL,Mission,MISSION_FAITH_BASED,Rural,RURAL,Secondary,SECONDARY,775105665,Open,ACTIVE_OR_OPERATIONAL,95,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
998,ZW060635,Dula Clinic,Matabeleland South,Umzingwane,-20.629572,28.805257,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0735332198,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
999,ZW060625,Esibomvu Clinic,Matabeleland South,Umzingwane,-20.402842,28.895667,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0776655421,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1000,ZW06060A,Esigodini District Hospital,Matabeleland South,Umzingwane,-20.283403,28.936416,District Hospital,DISTRICT_HOSPITAL,Government,GOVERNMENT,Rural,RURAL,Secondary,SECONDARY,0715094626,Open,ACTIVE_OR_OPERATIONAL,58,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1001,ZW060626,Habane Clinic,Matabeleland South,Umzingwane,-20.312457,28.944412,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0775237313,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1002,ZW060676,How Mine Clinic,Matabeleland South,Umzingwane,-20.303674,28.782465,RHC,RURAL_HEALTH_CENTRE,Mine,MINE,Rural,RURAL,Primary,PRIMARY,0775284504,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1003,ZW060632,Irrisvale RHC,Matabeleland South,Umzingwane,-20.509872,29.080878,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0785519101,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1004,ZW060601,Kumbudzi RHC,Matabeleland South,Umzingwane,-20.622653,28.893095,RHC,RURAL_HEALTH_CENTRE,Government,GOVERNMENT,Rural,RURAL,Primary,PRIMARY,0775203344,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1005,ZW060627,Mawabeni Clinic,Matabeleland South,Umzingwane,-20.407009,28.985912,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,0775202641,Open,ACTIVE_OR_OPERATIONAL,N/a,,,,,NO,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
